reviewer_id,review,anotacao,recommend_to_a_friend,site_category_lv1,reviewer_birth_year,reviewer_gender,overall_rating
4e9b10864bb0f41b9b1a9e882535d0b10f9ebbeaf12dd9dbbd78995a15e886fd,"Qual a largura? Prezados, apesar de especificar nos dados técnicos como 1,50 m, na imagem ilustrativa da comoda aparece uma imagem dizendo ser de 1,20 m.  Qual o tamanho correto?",neutro,No,Móveis,1969,M,3
9574ec93aa1323ba13db711806e4e54cc97a05384ac6a8891c0d7a90a4e75774,Recomendo Gostei muito deu certinho como informado sem nenhum problema. Recomendo,positivo,Yes,Automotivo,1969,F,3
d1b79e7025c9a0e5ab8c187bcae8ee3f5e270e9b73b62c2fc49c61be0a7ad91d,"Recomendo O produto é como esperava. É pena que diz que são 32 mg, mas vem na verdade com somente 29mg. Mas no restante é bom. Recomendo. Chegou dentro da data esperada, nem cedo nem tarde. Dentro do prazo esperado.",positivo + negativo,Yes,Câmeras e Filmadoras,1969,M,3
7c00de82f1e2a8437e2a4def5ad14e89154f92ea4599dd58989d952fff19ce79,"satisfeita chegou  antes da data prevista, moderna  e prática. superou  minhas expectativas.",positivo,Yes,Eletroportáteis,1969,F,3
cf2c09ee81c0d67a87505ad7a49b98b9ae3e2d70d41bb9e9355db19ae51ed845,Simples Acabamento muito simples muito diferente das fotos do anuncio!,positivo + negativo,No,Eletroportáteis,1969,M,3
6103980fa6b7aba40752e90bddae651fc0ce8b14ad8c01a9797e6734cc782086,"Tamanho Poderia ser maior principalmente no assento com reforço na fita horizontal  , porque não dupla !",positivo + negativo,Yes,Esporte e Lazer,1969,M,3
add8312b2ec780f00dde24423fdaedacfd642302bdfb1827e1db81b9f6a11eca,"Uso do irrigado bucal manual Bem, o produto não é de tudo o melhor pois por mais que colocamos a pressão manual para a água sair o jato de água ainda é fraco para a limpeza necessária.",positivo + negativo,Yes,Saúde,1969,F,3
7fe5f15421e2debaec9e5fc36328c18774846481a13fe3cdb23fa9013bd4f727,"Uso residencial Impressão rápida,  não é a melhor q conheço, mas muito boa. Scanner fácil de usar, só não dá pra scannear livros",positivo + negativo,Yes,Informática e Acessórios,1969,M,3
63044e083c0af358ea913bd527b4959798263e03c32aae17027fa63e29b59655,"Valeu a pena. Produto muito bom, vai suprir a minha necessidade.",positivo,Yes,Utilidades Domésticas,1969,F,3
854f7348c9824f96aaf9bf54db4f932650c2331f2a3e4e9b9fcf9ce464ac29ae, O produto não me surpreendeu Não gostei muito da qualidade de imagem eu esperava mais pois tenho outra TV LG led e não percebi diferença.,negativo,No,TV e Home Theater,1970,F,3
6cf31f232a77f39bc43c594cf337483d12fdd6bfb02f172a1493d12958d61b4d,8 falta a nota fiscal a caixa tava violada ja e a 3 compra que a nota nao o acompanha,negativo,Yes,Celulares e Smartphones,1970,F,3
c1e437c34695705a69ddddf56fc2e5cf44fa2447ffc32e0311107d9d4f50c7c7,"A máquina é boa! A máquina é boa, atende minha necessidade, mas barulhenta principalmente na centrifugação. Achei que fosse bem silenciosa, mas não.",positivo + negativo,Yes,Eletrodomésticos,1970,F,3
42b396a0a8f286c98e986f44607c954f4e4fa6a09ea2cfc545f75a993a9cf261,Ainda não usei o produto. Bem ainda não usei o produto..mas posso avaliar a entrega que foi antes do prazo e o produto veio em ordem tudo certinho.,positivo,Yes,Utilidades Domésticas,1970,F,3
59cf817a2ab1610da52781fc13dec6d521a91c59a11a8bb7944aeecd35161f75,as lateral das caixas de som estao melandos. ta grudendo nao sei que vou fazer as lateral das caixas de som onde o preto e fosco estao meladas  grudendas..,negativo,No,Áudio,1970,F,3
eb83bc722acbf0e1095bc234c58793df61919d5c6c044ca6479153f14e6d8633,"ATENDE MINHAS NECESSIDADES EU JÁ TIVE CELULARES DA SAMSUNG, E RECOMENDO O PRODUTO.",positivo,Yes,Celulares e Smartphones,1970,F,3
5288fd3584eaf99d4fd4b8e0dff3ef8316a0177e68f7994dcb812e8095abd619,Atendeu as expectativas Atendeu as expectativas e o recomendo. Recomendo a compra.,positivo,Yes,Eletroportáteis,1970,M,3
981abbb666b0f34b9a940cba4c2098b502539e16a887176a55130583a465bd8c,Avaliacao do produto Entrega correta e produto bom. Muito ruim nos obrigar a escrever um texto avaliando. Escr3vo se quiser. Não deveria ser obrigatorio,positivo + negativo,Yes,Beleza e Perfumaria,1970,F,3
fcd2688daffcdbcfafe4f25fdc9f9547feeb6b5f1f68ab9d14ee4537ac571ba7,"Avaliação O produto em si está  entre a classificação bom e otimo. A entrega porém me causou muito estresse, os e-mails que enviei não foram respondidos adequadamente. Poderia ter a opção de ser enviado direto para a agência dos Correios.  Afinal, são todas as pessoas que têm a disponibilidade de estarem em casa entre 08:00 e 20:00.",positivo + negativo,Yes,Celulares e Smartphones,1970,F,3
6bb34b0203bc924f86915b1bf777d0323f1c2ffe032e57a90d877acfb85eae05,"Avaliação Produto de boa qualidade, porém não gela muito e após encher 3 copos d´água preciso aguardar para filtrar mais água.",positivo + negativo,Yes,Eletroportáteis,1970,F,3
5acc9f5c08c8be630779b0e4728c67108cd5a96b3c8f194a604c8fecca837348,"avaliação TV Eu esperava um produto excelente, porém a imagem da minha TV não é nítida, é chuviscada e eu já coloquei antena para melhorar a imagem más não foi suficiente, o que devo fazer?",negativo,No,TV e Home Theater,1970,F,3
8cdfa20850546b5fe7c69a04b423dac84339ac0a7c956df14b3285f801267723,"Barulhenta mas muito boa Só o barulho atrapalha, de resto cumpre o que promete, um ótimo custo benefício, além da vantagem de não usar óleo é tão rápida quanto ao microondas, porém bem mais saudável. Vale o investimento.",positivo + negativo,Yes,Eletroportáteis,1970,M,3
9fb422d4bb69b80b5ca4563a671efec1e6e0749b58c4de0387dfd3fbdbfa6116,"Batedeira planetária Batedeira é boa, mas comparando com as mais antigas ela ja esta com as pá mais simples e achei um pouco barulhenta, porém funciona bem só não da pra bater massa mais pesada que ela fica mais lerda.",positivo + negativo,Yes,Eletroportáteis,1970,M,3
ca9f4ec0f4c99c3d2bf8bab031c1b9a42137c0fd73612333433177514c141de4,"BOA A esteira é linda, tem um  tamanho ótimo, a única coisa que deixou a desejar é que depois dos 5.3 km ela começa a dar uma travada . Aí tem que passar logo pra corrida",positivo + negativo,Yes,Esporte e Lazer,1970,M,3
98255fe992a68c1325ecebb5d01bcf7a589c74b64598daf680f7086e4f8a1612,"Boa qualidade, gostei !!! Produto bom, recomendo boa qualidade  entregue no prazo,  Produto bom, recomendo boa qualidade  entregue no prazo  Produto bom, recomendo boa qualidade  entregue no prazo  Produto bom, recomendo boa qualidade  entregue no prazo",positivo,Yes,Moda,1970,M,3
4ed6f7f8f753f7245eca8155cbcdc81d45f0b631561efc605b5bf244b75329b8,Bom Bom produto  Chegou antes do prazo  Recomendo Entrega rápida e tudo certinho,positivo,Yes,Celulares e Smartphones,1970,M,3
80fda89367adfa74fa80a8e6a41502876e2703fc90baa0455ff28ab0f5d43e9d,Bom custo benefício Acho que em virtude do valor pago pelo produto tem um bom custo benefício,positivo,Yes,Eletroportáteis,1970,M,3
d5b15c716998e090fb21fda801ff483b3fb8c5847ad299390655338dd5c7f851,bom o produto nao é um excelente produto mas dentro do q eu esperava gostei,positivo + negativo,Yes,Celulares e Smartphones,1970,M,3
457a2ee66b3711a3728c8fe08d0292b9a1cf61c046d591f1b9a3643b4cd410e3,"Bom para uma pessoa O produto é bom. O problema é que é difícil conseguir comprar copos avulsos, para o caso de mais de uma pessoa usar o produto. No geral é bom.",positivo + negativo,Yes,Eletroportáteis,1970,M,3
a47a8db4783a3885fdcd458b4c89b9f02b6c771f1fb30fb7558608cad2e2bd3a,"Bom pelo preço e aplicação Nao tenho do que reclamar, apesar de ter notado que nas pontas, o adesivo nao ficou muito bem colado. Nao sei se por defeito do aplicador na casa de som ou se por desvio do friso.",positivo + negativo,Yes,Automotivo,1970,M,3
93b947b3ef93114d776b15a300c112a73f9e4f731c8a3f638ef0e832169c1878,"Bom pratinho ! Na verdade, Splash tem que ser 10 ou 12¨...confesso que comprei enganado, nada contra o produto, que parece ser até bom, mas 6 polegadas ?? Definitivamente, pra mim não dá !!",positivo + negativo,Yes,Instrumentos Musicais,1970,M,3
cefac1339253871255e35b8b0da7009e9d5ee4304ac875aad1dbb9700e4a26eb,"Bom Produto bom , custo beneficio está bom ! ............",positivo,Yes,"Agro, Indústria e Comércio",1970,M,3
dccb51a822acb9b9651b6b5a58a43ca88fa39bd72f39f678cadc706044139203,"Bom produto Gostei do produto, atende as expectativas e a entrega foi rápida.",positivo,Yes,Brinquedos,1970,M,3
8315149741a43c3d5cc3a12dc0de951e07da347c5b7689016ed79bfe1ac189a8,bom produto gostei mas achei que era mais gosso... mas serve bem para proteger a piscina...,positivo + negativo,Yes,Esporte e Lazer,1970,F,3
cfc7fcd16cd65cc5e4f904acd3f7ce2a6743f179c719c2c1dd4ea79ea2417f00,Bom produto Imaginei que fosse um pouco maior mas também não conferi as medidas quando encomendei.  Mas gostei bem do produto.  Atend ao que eu queria..mesmo com a questão do tamanho.,positivo + negativo,Yes,Eletroportáteis,1970,F,3
9edfbb8991e2870f56a97313c2e09e93dd9420b32a703b6b214c1b07741f0d25,"Bom produto O teclado é bom.  Nesta peça que recebi, somente a tecla de espaço, que as vezes quando digitamos dá um duplo espaço.  Poderia ser mais silencioso na digitação das teclas.",positivo + negativo,Yes,Informática e Acessórios,1970,M,3
467328d61251ca89d17b5bd7dcdc98c2e7b9ba50bf50a4f8ec3aaaf1df7b6e8b,Bom produto. Recomendo a loja e o produto muito bom! Fui bem atendida pela site da loja e a encomenda chegou certinha no prazo.,positivo,Yes,Informática,1970,F,3
677f611cd34cc9a887d782ca31480417f9cc0e425b7103b5239409687a75d567,"Bom, correspondeu ao que procurava Um pouco barulhento, mas corresponde ao que procurava. Precisava de um aspirador de pó que eu pudesse passar em casa sem ter que me curvar, que fosse prático e que tivesse uma boa potência. Ele foi a melhor opção e valeu a pena!",positivo + negativo,Yes,Eletroportáteis,1970,F,3
ab8e94c5bbb44e82a5baa07c5f5662dfd92a1ba6dd4ddb11ab224640932b920f,"Bom, porém barulhenta. A cafeteira é boa, e a jarra inox mantém o café numa boa temperatura, conservando o sabor por mais tempo. O grande inconveniente é o barulho excessivo no final do ciclo. Até aqui (um mês de uso), tudo normal.",positivo + negativo,Yes,Eletroportáteis,1970,F,3
b67bcd5c35b2e0c5eb50616e98755634569e192ecbb9b671c760c79de3bd39c1,"Bom. Mas já chegou com a lâmpada queimada. Bom, embora a lâmpada já tenha chegado queimada. Prazo de entrega foi rápido.",positivo + negativo,Yes,Eletrodomésticos,1970,F,3
345d93146305b929cee5aeb3c62aa3fa653f8da2fbc0f04b3b455d88f7dd55a6,"Cabelos sedosos Não dá p ler as recomendações de uso. Apliquei um pouco nos cabelos e deixei. Ficaram macios, mas não remove o frizz como um reparador de pontas",positivo + negativo,Yes,Saúde,1970,F,3
8feb79ff7bf5d083c0577ba646c8c94ef24865a10a9598b03e0ae2ad265ea779,"cabo curto o produto é bom, chegou rápido e bem embalado, porém o cabo de conexão é extremamente curto,  impossível alcançar em qualquer tomada sem extensão, pois se deixar no chão ha risco de choque fatal.",positivo + negativo,Yes,Informática e Acessórios,1970,M,3
3f014a419def8f3c2a42828d147ff624c3b2839bb00f81fc434c924079cede85,"cabo curto o produto é bonito e bom, funciona bem, porém o cbo de conexão à eletricidade é muiito curto. Depende do uso de extensão, e isso é desconfortável. Teria que ter, no mínimo, um metro de cumprimento, acho que não tem nem meio metro.",positivo + negativo,Yes,Eletroportáteis,1970,F,3
a229895384bf298430dddd10aba27d6004a3a54e59ac38005d7e8a7d92f4d3c0,"Café Perfect Coffe Produto embora pequeno em sua capacidade, atende as necessidades domesticas!",positivo,No,Eletroportáteis,1970,,3
041481af3db7a6fd6532d2a718036f07c71c60b3ff33c7034c8c389ecf01a386,"Celular de entrada O celular é muito bom porém vale mais a pena inteirar um pouco mais e levar o Moto C Plus, que tem mais memória, melhor qualidade da tela e uma excelente bateria.",positivo + negativo,Yes,Celulares e Smartphones,1970,,3
0560bcaf91dba229f3ca6618d35f67ef4c793dc4fbf443a23cffc9c7c38e84bc,"celular Simples e bom a camera deixa a desejar, fora isso bom",positivo + negativo,Yes,Celulares e Smartphones,1970,M,3
6d204a5ae6e8087a00b01c6b0ab2c2e6d69051db5afd8bc82bb8d4c8c280398d,"Coritna Gostei, achei bem bonita com bom acabamento, parece feita de cetim.",positivo,Yes,"Cama, Mesa e Banho",1970,F,3
69033bcad7dc3cfd7d39a37f9e8f83282a1be163fa8dbe764c1ce8e807eb4c04,"É bom mas pode melhorar achei um único problema no aparelho ,parece pouco mas é problema de projeto ,o aparelho foi feito para pessoas de baixa estatura, tenho 1,83 mts e mesmo com banco no mais baixo da regulagem não consigo esticar os braços completamente durante o exercício com esta barra maior , aquele suporte superior deveria ser mais alto ,com relação a entrega qualidade do material tudo bem ,esqueci o manual e meio confuso da pra montar o aparelho mas se perde mais tempo do que seria necessário",positivo + negativo,Yes,Esporte e Lazer,1970,M,3
613ed04980b147607d208c3cf6e6483301ae5b5b6a00908dcb47adcf35734941,"Entregue antes do prazo Produto muito bom, porém veio com algumas partes da pintura descascadas.",positivo + negativo,Yes,TV e Home Theater,1970,F,3
ab8a1b9ef38ffc9476153e83deddff2e1bb7009d8b148c0526d0f3d7dd17fce2,"Falta de comprometimento da loja O prduto em si é bom, porém, mais ou menos 2 semanas de uso ele desligou e não ligou mais. Junto com a nota fiscal, veioum panfleto com um numero de whatsapp par fazer reclamação, eu mandei 2 mensagens dia 8/03, mais uma dia 9/03, outra dia 11/03 e no dia 12/03 eu falei que iria para o procom, no dia 13/03 me responderam oedindo o número do pedido, até agora nada! Não recomendo pelo PÉSSIMO atendimento da JLMIX.",positivo + negativo,No,Áudio,1970,M,3
7b2c062bff34409818db0dade0d3078537a43ecd0d557b2c3ee81239d52f0f9a,"Gostei do produto A prancha poderia ser melhor, achei muito  fraca. Mas o tamanho do Kit é perfeito.",positivo + negativo,No,Beleza e Perfumaria,1970,F,3
af6b2f79cf2a5c0b924e34e77ca09f7a3ce92bbff7a9e0c888ba7cadf1c80b24,"gostei do produto Bom produto, fácil montagem, entrega foi bem rápida, bem antes do prazo dado pela empresa. O q deixou a desejar foi o estrado, madeira um pouco frágil, deveriam pensar em reforçar o mesmo, mais madeiras ou alguma forma de maior garantia. No geral muito bom, somente com a questão do estrado q deixou a desejar mesmo.",positivo + negativo,Yes,Móveis,1970,M,3
f3e74c79ef18489db38d7a1cd0875208dc8365e827921ec5966223c8c85d4f76,"Gostei do produto Gostei, mas comprei achando que esse perfume se parecesse com o lá vie est belle, não achei nada similar",positivo + negativo,Yes,Beleza e Perfumaria,1970,F,3
d93f1bee84dd5b6a3a59e63b160062050ac577f3fd90f3910e77aa5c7b9cc075,"Gostei do produto Produto bom, mas pena que veio com a data de validade muito próxima do vencimento!",positivo + negativo,Yes,Suplementos e Vitaminas,1970,M,3
270ba005a69aa34d12e0c168942ff5649ba2451fdf84cbc35c83f981ba06afba,"Gostei do produto,porém com algumas restrições Achei que a entrega foi muito demorada, apesar de estar dentro do prazo previsto e o produto veio com o local de trocar marcha quebrado, tive que pagar R$ 30,00 e comprar um novo na oficina de bicicleta,uma vez que se fosse devolver iria demorar mais uns 45 dias para receber o produto de volta.",positivo + negativo,Yes,Brinquedos,1970,F,3
aeb13507ca3f912e9441b0efda125914d5ba72e4554cdf6902446ff30287f56f,Gostei do produto! Atendeu as minhas expectativas! Tamanho adequado ao espaço que tenho.,positivo,Yes,Eletroportáteis,1970,F,3
c3ecef99d270490fcadc8a5ecd926ba7135820b8486acf879b08ca97fd580c45,"Gostei muito dessas panelas são fundas. Uma peba que o fervedor veio com a alça quebrada Veio muito embalado. Eu peguei o produto direto na loja. E comprou frete não atendi mais comprei assim mesmo. Eu ainda estou montando, guardei a caixa el lugar seguro.  Fui abrir só ontem para conferir.  Acho que a loja que guarda o produto tem que ter mais atenção.  E o culpa é minha deveria ter aberto o produto na hora.  Como é o segundo jogo de panelas que compro lá e veio tudo certinho, não quis abrir na hora.  Mas a qualidade do produto é boa.",positivo + negativo,Yes,Utilidades Domésticas,1970,F,3
67c8e419d65827663ca190458be7505bf53aa8232370f5019f9b863b4f545fcb,"Gostei muito do peoduto, mas é uma farsa. A mais ou menos três meses fiz o pedido desse produto, nas lojas Americanas através do seu parceiro comercial (fornecedor) marabras, foi autorizado o pagamento e fiquei aguardando a nota fiscal, se passaram quase dois meses depois do pagamento ser confirmado, nota fiscal não foi enviada, o produto não foi entregue. Mantive contato via e-mail, telefone, por incrível que pareça informaram que não tinha estoque, mas não entendi o produto continua a venda, ficaram de estornar o valor pago, mas até hoje (03.05.18) não foi feito. Não recomendo, não passam por todo esse transtorno que passei e sem solução.",positivo + negativo,Yes,Móveis,1970,M,3
bd4d20bb3738f692613f32cf68107067fffb7f555d8412a70b381291311a6a96,"gostei muito do produto é um bom produto ,me ajudou muito. estou muito feliz",positivo,Yes,Eletroportáteis,1970,M,3
5dad0abbb1a5fe7e74be41874737de684646ddd64654d5cd686e51359da3da1a,"Gostei muito do produto Satisfeita com o produto, chegou em perfeito estado , gostei muito",positivo,Yes,Eletroportáteis,1970,F,3
5beb248ead2dea68b0bf842e01aa967c550906fb207d712b5a8f184d607df340,"Gostei muito do produto! Produto muito bom! Ótimo acabamento e ergonomia, cumpre fácil a tarefa.",positivo,Yes,Eletroportáteis,1970,M,3
2efae724a401e0ce916bfd29ebf404bd9dbc8f3d9aa5e8c5026d1fb76eaa01cb,"Gostei muito Recebi antes do prazo, e estou satisfeita. Recomendo a compra do produto.",positivo,Yes,Utilidades Domésticas,1970,F,3
84d1da354ba3f34adc78cfe95327e0c579a41a85688b42fe66b03487d540d693,"Gostei Só não veio com as faixas pretas, onde aparece na foto",positivo + negativo,Yes,Utilidades Domésticas,1970,M,3
c47f95e301a83215c61af627764321a98b64746deb7334d5d83215189ee82e00,"Maneirinho ; mas podia ser melhor Achei o combate corpo a corpo de difícil entendimento, para se manusear no controle .",positivo + negativo,Yes,Games,1970,M,3
3167c208a2641ddb431c96098f5c1aae70114111e6cf2edd97ee86754e162161,Marli Boa noite quero comprar três produtos. você colocaria para mim no mesmo frete?,neutro,No,Móveis,1970,F,3
c0bf65415425b1d2694fa67ab28b271ba008dbfff14e858fe0d04c79f9e815d1,"MELHOR O FERRO DE PASSAR. NÃO DEIXA A ROUPA LISINHA E  NÃO É PRÁTICO, O PROCESSO DE PASSAR COM ESTE PRODUTO DEMORA BEM MAIS QUE O FERRO TRADICIONAL.",negativo,No,Eletroportáteis,1970,F,3
29d13773f32777e2465a2e36050349481c4969a2a2e86c7fe9c8c5aa4405015b,"Mochila bem compartimentada Mochila bem compartimentada, porém um pouco pesada e grande.",positivo + negativo,Yes,Malas e Acessórios,1970,M,3
e5f1581e38ebcf36a4198f82ebb6b3e347252becefc2773a5dd06bfd87a0739a,"Muito  confortável Gostei , bem confortável  para o dia  a dia .No mais sem comentários.",positivo,Yes,Vestuário Esportivo,1970,F,3
625cf641314263df51cf2d0de1d63893885a0badd33420a736c40ec1eefb2181,Muito bom Produto de boa qualidade e preço justo. Muito satisfeito com a compra.,positivo,Yes,Áudio,1970,M,3
772463f6cf4df4ac6b07966b5c309cc72336d472af9ca04fa6ff02ee566a39d9,"Não da para avaliar pois  ainda não usei o protuto, poia a americanas ainda não me entrgou o meu not book, que era para ter entrgue dia 24/05 Pelo que vi o produdo  é bom msa ainda não pude usar",negativo,Yes,Papelaria,1970,M,3
808b5ed11abd3c5d5a2844923ac73f3ea6338f339549c5430f575864a1bf2873,"não foi o que mostaram Na ilustração mostrava e dizia que era original, porem na entrega o material é inferior e não parece com o original.",negativo,Yes,Automotivo,1970,F,3
3ac34b6b1b7ad375d940b04d36de3ded99e44299b0f5972719c2ca2fa8fed3bb,"O produto é de ótima qualidade. Gostei bastante do produto, apenas a entrega que teve um grande atraso com relação ao prazo informado no momento da compra. Tirando isso, tudo ok!",positivo + negativo,Yes,Casa e Construção,1970,M,3
854f7348c9824f96aaf9bf54db4f932650c2331f2a3e4e9b9fcf9ce464ac29ae,O produto não me surpreendeu Não gostei muito da qualidade de imagem eu esperava mais pois tenho outra TV LG led e não percebi diferença.,negativo,No,TV e Home Theater,1970,F,3
2b35849c1e6540816fcf512ee052188bb790e33bea4b2f3fc01d2a8d00b90f62,"Posso ter me enganado e a voltagem veio 127, quando a minha região é 220V. Por coincidência, já tenho uma igual, comprei justamento por conhecer porém, não sei se devido a voltagem que veio errado ela está travando algumas vezes, como estivesse sem força.",positivo + negativo,Yes,Beleza e Perfumaria,1970,F,3
cbf155c42f6e2a88bf091e7fbb4ef1360ebcff6a8f82ea8c7e7dbc07f5178f1b,"Produto bom Bom, porém a maciez e o aroma deixam a desejar !!!!",positivo + negativo,Yes,Beleza e Perfumaria,1970,M,3
111776e614ac5f209870b08f120d2c3ca6640da0f57ea5e67fe8f36c494e03a7,Produto bom! Gostei da mesa! Um único detalhe são  as gavetas que são menores que o espaço  determinado a elas! A empresa criou  uma forma de  resolver  essa diferença mas  é desnecessário  isto. O correto seria  fabrica-la  já adequando o espaço!,positivo + negativo,Yes,Móveis,1970,M,3
fbaf5e91f32afba53356b462e9111066e60db2d5ee7a9fc232030b96ea61c42f,Produto bom! Ótimo custo benefício! Minha esposa gostou muito! E a entrega antes do prazo! Recomendo!,positivo,Yes,Celulares e Smartphones,1970,M,3
8db41b94b755d93d44ab72dc0cbba7ae9f793e8f7f551a62e11778cc0fdd7f9e,"produto bom!! Gostei, com um ótimo preço.Chegou antes do prazo e recomendo o produto!",positivo,Yes,"Cama, Mesa e Banho",1970,F,3
c50cb42698de18155f961ad4ce5963a4a954c53d07ea54d495f8ac0a29f3e38d,"Produto bom. Entrega rápida. Produto de boa qualidade. porém ficou grande no tamanho, pois a forma é grande. também é um pouco pesada. Entrega super rápida!!!",positivo + negativo,Yes,Moda,1970,F,3
4addfff117d3adfe381906a1b32ca06b07cf499fd2f99d1dec3fd63ee926a0cf,"Produto de boa qualidade, porem poderia ser melhor Como a maioria das famílias, ganhamos de presente o primeiro multi processador Walita- Philips, em meados de 2001, produto que durou bons 10 anos.... Neste produto atual, temos boa qualidade, porem aos padrões atuais ""made in china"", componentes de plásticos que nos dão a impressão de não ser muito durável... laminas finas com alguns detalhes que inspiram fraqueza na construção.... Pelos padrões atuais...cumprira o que promete, ...porem com duração questionável...",positivo + negativo,Yes,Eletroportáteis,1970,M,3
9a21001caba2724a87f948e982af2af9b130d6f08e06866c8d75b8beef3d750e,"Produto promete Mesmo não tendo utilizado o meu produto, já fiz uso da mesma marca e modelo, tendo um desempenho muito bom e o esperado.",positivo,Yes,Beleza e Perfumaria,1970,F,3
4263d46613869b6e1920645e0dd697a466ceb140211baaedfb5d2038723e331b,"Produto trocado Comprei uma lava lava da Home play e veio uma máquina de lavar da baby Í Life mais barata. Até agora a empresa(cuba) que mandou o produto trocado ainda não entrou em contato, só a amaricanas mandou e-mail e até agora não enviaram nem um e-mail, nem troca do produto nem os acessórios que estão faltando. A americanas respondeu super rápido e atenciosos, já o parceiro até agora nada.",positivo + negativo,No,Brinquedos,1970,F,3
f2440f3d5c0a0dc3586ca253653f87f3116023a7c9deef8e23b3a45531a087ba,"Rápido e quebrado O móvel é muito bonito, excelente custo benefício, chegou super rápido, mas veio batido e com uma peça quebrada.",positivo + negativo,No,Móveis,1970,F,3
995e2530467519935d2e8d58409a797b5f8beac47a237774df9b8a8d50f5860f,"Razoável. A ducha é enorme, dá a impressão que o banho será maravilhoso, mas a água sai sem pressão. Lavar os cabelos no modo chuveiro é tortura, não sai água suficiente. Deveria ter um pressurizador interno, pois o tamanho distribui muito a água e tira a pressão.",negativo,Yes,Casa e Construção,1970,M,3
a64762984a26099f0dc929a677892543b67dc7d7274841ec770f22089798a588,Relógio Masculino Analógico Locke Troca Pulseiras - LW9555-P O produto é compatível com o valor. Pulseira de couro é frágil.,positivo + negativo,Yes,Relógios,1970,M,3
32869af735bb175712b83c6945e5a2e080b25e87f4c30ff52b52f828573b245f,"Resolveu meu problema! Funciona como o original. Demorou um pouco, mas atendeu às expectativas",positivo + negativo,Yes,TV e Home Theater,1970,M,3
7bfcc2595f60ce049813cda68df6366596f0e913cf1cd7ab4fd2bc045b86c330,"Satisfeito. Produto entregue  antes  do  previsto com tudo   ok,. Recomendo.",positivo,Yes,Celulares e Smartphones,1970,M,3
1e4511f56d1e48c57d7da0e636112fd3be206592c3ba9fa5b0a168966b2f60ea,"Sobre o Produto Não posso avaliar totalmente o produto, pois comprei para dar de presente. Mas o produto veio bem embalado, em perfeitas condições e chegou dentro do prazo. A unica observação a ser feita é que, deveria ter como optar pela cor....ainda bem que veio uma cor favorável para menino usar.",positivo + negativo,Yes,Esporte e Lazer,1970,F,3
091a06b6ec8ef8d27acb131bfa70044baa2cdc5aa415c515acad57f9c86f764c,"Tenho minhas dúvidas ! No começo até que achei um excelente aparelho mas, depois de quatro meses de uso, o mesmo começou a travar a tela e acender e apagar seguidas vezes. Estou com um pé e meio atrás com os smartphones da "" LENOVOROLA"".",positivo + negativo,Yes,Celulares e Smartphones,1970,M,3
316bdf128aec627106cbee4d61038d48881f8814498315d37c4cca660b0cdac9,"Troca Boa Tarde. Comprei 02 Troninho Infantil Musical para dar de presente. Quando fui entregar o primeiro, estava parecendo usado e não tive coragem de entregar e comprei outro presente. Conclusão, estou com os 02 aqui parado na caixa e quando liguei para realizar a troca falaram que não tinha mais o produto. Pronto... agora tem e será que a Lojas Americanas vão trocar eles??? agora tem, será que conseguiria? sei que vão dizer que já passou do prazo, mas quando quis trocar no prazo, não tinha. Aguardo um retorno. Obrigada. Juciane.",negativo,Yes,Bebês,1970,F,3
24e1072e5a36b2a995d1e29f2ebe7ee1812f0678c720d7309327d24369981190,TV QUE PENA QUE NÃO TEM COMO COLOCAR EM PAINEL ...MAS ENFIM E UM PRODUTO BOM,positivo + negativo,Yes,TV e Home Theater,1970,F,3
99fac458b17e6cfcc5d408feef1e27cdf30587ad89948cc02a469506d6fc7778,VALE O PREÇO VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE  VALE A PENA UM SIMPLES FONE,positivo,Yes,Celulares e Smartphones,1970,M,3
3e0e821564cfb20ef3f21f69e93d68f75e92dcf968e5baa1603ea4ffa5ee3325,"Visual robusto e silencioso Visual robusto, e o rodar dele é bem silencioso. Borracha não deixa emitir ruídos para dentro da cabine. Só a data/ prazo de entrega passou. Espero que tenha sido porque era Fim de Ano.",positivo + negativo,Yes,Automotivo,1970,M,3
ac00e0e2e7d4bd8ff3232887d76afa2227ee3b4ce4871d45b225092abfeb250c," nao  gostei a impressao em si e boa com cabo usb...mas a conexao com wi-fi e muito ruim estou utilizando cabo usb, pois fiz uma troca pq meus filhos fazem muitos trabalhos no celular ,achei q uma com wi-fi ajudaria",negativo,No,Informática e Acessórios,1971,F,3
a2320cf1d5b1f298d3a34d0bc5e0dcd956cb0cf6571187d359a32e3f28a02258,"*** A história é muito boa, porém o autor ""enrolou"" um pouco no meio do livro.",positivo + negativo,Yes,Livros,1971,F,3
70c58cc9a56c217020a440ce07c72ced1a27a846a3e62b3b27eb6afcf7190616,10 Gostei e super recomendo chegou antes do prazo amei,positivo,Yes,Eletroportáteis,1971,F,3
